1996/03/31,85.428
1996/04/30,88.84
1996/05/31,88.465
1996/06/28,90.052
1996/07/31,91.365
1996/08/30,87.6
1996/09/30,87.39
1996/10/31,89.212
1996/11/29,95.824
1996/12/31,89.138
1997/01/31,77.575
1997/02/28,93.183
1997/03/31,88.262
1997/04/30,93.713
1997/05/30,92.473
1997/06/30,96.412
1997/07/31,97.118
1997/08/29,91.15
1997/09/30,91.018
1997/10/31,91.654
1997/11/28,98.763
1997/12/31,86.627
1998/01/30,81.935
1998/02/27,96.361
1998/03/31,90.993
1998/04/30,91.782
1998/05/29,92.612
1998/06/30,99.342
1998/07/31,100.607
1998/08/31,93.013
1998/09/30,94.105
1998/10/30,95.497
1998/11/30,105.26
1998/12/31,110.143
1999/01/29,81.405
1999/02/26,99.012
1999/03/31,93.985
1999/04/30,96.917
1999/05/31,97.725
1999/06/30,107.123
1999/07/30,107.248
1999/08/31,100.364
1999/09/30,99.453
1999/10/29,100.301
1999/11/30,110.379
1999/12/31,105.232
2000/01/31,95.743
2000/02/29,104.393
2000/03/31,103.721
2000/04/28,109.776
2000/05/31,109.813
2000/06/30,119.372
2000/07/31,117.41
2000/08/31,107.88
2000/09/29,108.965
2000/10/31,111.436
2000/11/30,119.4
2000/12/29,103.698
2001/01/31,105.45
2001/02/28,117.078
2001/03/30,111.668
2001/04/30,117.787
2001/05/31,119.221
2001/06/29,131.067
2001/07/31,126.884
2001/08/31,118.85
2001/09/28,118.04
2001/10/31,120.195
2001/11/30,131.311
2001/12/31,131.673
2002/01/31,101.041
2002/02/28,124.097
2002/03/29,124.965
2002/04/30,128.372
2002/05/31,135.476
2002/06/28,145.804
2002/07/31,145.599
2002/08/30,142.655
2002/09/30,138.519
2002/10/31,140.815
2002/11/29,151.412
2002/12/31,137.554
2003/01/31,125.803
2003/02/28,145.806
2003/03/31,142.719
2003/04/30,145.397
2003/05/30,151.426
2003/06/30,169.93
2003/07/31,170.029
2003/08/29,158.457
2003/09/30,158.109
2003/10/31,162.46
2003/11/28,171.058
2003/12/31,147.969
2004/01/30,157.048
2004/02/27,170.669
2004/03/31,167.888
2004/04/30,169.288
2004/05/31,174.81
2004/06/30,189.879
2004/07/30,192.095
2004/08/31,180.954
2004/09/30,184.431
2004/10/29,185.877
2004/11/30,193.125
2004/12/31,191.489
2005/01/31,160.106
2005/02/28,194.047
2005/03/31,189.206
2005/04/29,192.47
2005/05/31,200.675
2005/06/30,217.89
2005/07/29,216.205
2005/08/31,205.325
2005/09/30,201.097
2005/10/31,204.189
2005/11/30,224.659
2005/12/30,206.339
2006/01/31,196.201
2006/02/28,216.162
2006/03/31,211.66
2006/04/28,217.528
2006/05/31,230.193
2006/06/30,251.714
2006/07/31,257.049
2006/08/31,236.475
2006/09/29,232.43
2006/10/31,236.336
2006/11/30,257.34
2006/12/29,251.24
2007/01/31,196.73
2007/02/28,247.2
2007/03/30,247.45
2007/04/30,256.868
2007/05/31,271.559
2007/06/29,291.571
2007/07/31,298.976
2007/08/31,276.005
2007/09/28,272.788
2007/10/31,275.473
2007/11/30,294.687
2007/12/31,283.152
2008/01/31,233.776
2008/02/29,289.784
2008/03/31,281.432
2008/04/30,293.379
2008/05/30,293.447
2008/06/30,319.536
2008/07/31,316.06
2008/08/29,289.245
2008/09/30,264.501
2008/10/31,254.022
2008/11/28,273.961
2008/12/31,243.35
2009/01/30,244.94
2009/02/27,283.36
2009/03/31,271.288
2009/04/30,283.89
2009/05/29,310.01
2009/06/30,334.5
2009/07/31,344.32
2009/08/31,320.33
2009/09/30,312.1
2009/10/30,323.41
2009/11/30,349.78
2009/12/31,339.42
2010/01/29,269.59
2010/02/26,336.95
2010/03/31,331.64
2010/04/30,340.47
2010/05/31,346.66
2010/06/30,377.64
2010/07/30,390.33
2010/08/31,348.65
2010/09/30,332.88
2010/10/29,345.34
2010/11/30,367.78
2010/12/31,367.21
2011/01/31,310.08
2011/02/28,383.01
2011/03/31,366.38
2011/04/29,377.54
2011/05/31,396.82
2011/06/30,425.15
2011/07/29,426.04
2011/08/31,386.06
2011/09/30,364.04
2011/10/31,371.3
2011/11/30,403.81
2011/12/30,348.56
2012/01/31,370.17
2012/02/29,410.92
2012/03/30,371.82
2012/04/30,389.81
2012/05/31,393.35
2012/06/29,435.12
2012/07/31,437.277
2012/08/31,390.73
2012/09/28,389.77
2012/10/31,401.05
2012/11/30,432.72
2012/12/31,434.11
2013/01/31,323.21
2013/02/28,419.429
2013/03/29,399.44
2013/04/30,410.414
2013/05/31,425.261
2013/06/28,479.452
2013/07/31,498.7
2013/08/30,431.04
2013/09/30,430.52
2013/10/31,439.182
2013/11/29,477.963
2013/12/31,
2014/01/31,383.358
2014/02/28,452.768
2014/03/31,425.022
2014/04/30,441.594
2014/05/30,458.071
2014/06/30,504.794
2014/07/31,495.931
2014/08/29,454.172
2014/09/30,444.641
2014/10/31,448.721
2014/11/28,490.218
2014/12/31,
2015/01/30,365.385
2015/02/27,451.061
2015/03/31,445.026
2015/04/30,456.218
2015/05/29,474.527
2015/06/30,508.962
2015/07/31,515.531
2015/08/31,454.776
2015/09/30,445.355
2015/10/30,466.041
2015/11/30,491.033
